sgRNA	Gene	sample1_7day	sample1_21day
HGLibB_09623	CHST2	0	0
HGLibB_09624	CHST3	0	0
HGLibB_09625	CHST3	0	0
HGLibB_09626	CHST3	0	0
HGLibB_09627	CHST4	0	0
HGLibB_09628	CHST4	0	0
HGLibB_09629	CHST4	0	0
HGLibB_09630	CHST5	0	0
HGLibB_09631	CHST5	0	0
HGLibB_09632	CHST5	0	0
HGLibB_09633	CHST6	0	0
HGLibB_09634	CHST6	0	0
HGLibB_09635	CHST6	0	0
HGLibB_09636	CHST7	0	0
HGLibB_09637	CHST7	0	0
HGLibB_09638	CHST7	0	0
HGLibB_09639	CHST8	0	0
HGLibB_09640	CHST8	0	0
HGLibB_09641	CHST8	0	0
HGLibB_09642	CHST9	0	0
HGLibB_09643	CHST9	0	0
HGLibB_09644	CHST9	0	0
HGLibB_09645	CHSY1	0	0
HGLibB_09646	CHSY1	0	0
HGLibB_09647	CHSY1	0	0
HGLibB_09648	CHSY3	0	0
HGLibB_09649	CHSY3	0	0
HGLibB_09650	CHSY3	0	0
HGLibB_09651	CHTF18	0	0
HGLibB_09652	CHTF18	0	0
HGLibB_09653	CHTF18	0	0
HGLibB_09654	CHTF8	0	0
HGLibB_09655	CHTF8	0	0
HGLibB_09656	CHTF8	0	0
HGLibB_09657	CHTOP	0	0
HGLibB_09658	CHTOP	0	0
HGLibB_09659	CHTOP	0	0
HGLibB_09660	CHUK	0	0
HGLibB_09661	CHUK	0	0
HGLibB_09662	CHUK	0	0
HGLibB_09663	CHURC1	0	0
HGLibB_09664	CHURC1	0	0
HGLibB_09665	CHURC1	0	0
HGLibB_09666	CIAO1	0	0
HGLibB_09668	CIAO1	0	0
HGLibB_09669	CIAPIN1	0	0
HGLibB_09670	CIAPIN1	0	0
HGLibB_09671	CIAPIN1	0	0
HGLibB_09672	CIB1	0	0
HGLibB_09673	CIB1	0	0
HGLibB_09674	CIB1	0	0
HGLibB_09675	CIB2	0	0
HGLibB_09676	CIB2	0	0
HGLibB_09677	CIB2	0	0
HGLibB_09678	CIB3	0	0
HGLibB_09679	CIB3	0	0
HGLibB_09680	CIB3	0	0
HGLibB_09681	CIB4	0	0
HGLibB_09682	CIB4	0	0
HGLibB_09683	CIB4	0	0
HGLibB_09684	CIC	0	0
HGLibB_09685	CIC	0	0
HGLibB_09686	CIC	0	0
HGLibB_09687	CIDEA	0	0
HGLibB_09688	CIDEA	0	0
HGLibB_09689	CIDEA	0	0
HGLibB_09690	CIDEB	0	0
HGLibB_09691	CIDEB	0	0
HGLibB_09692	CIDEB	0	0
HGLibB_09693	CIDEC	0	0
HGLibB_09694	CIDEC	0	0
HGLibB_09695	CIDEC	0	0
HGLibB_09696	CIITA	0	0
HGLibB_09697	CIITA	0	0
HGLibB_09698	CIITA	0	0
HGLibB_09699	CILP	0	0
HGLibB_09700	CILP	0	0
HGLibB_09701	CILP	0	0
HGLibB_09702	CILP2	0	0
HGLibB_09703	CILP2	0	0
HGLibB_09704	CILP2	0	0
HGLibB_09705	CINP	0	0
HGLibB_09706	CINP	0	0
HGLibB_09707	CINP	0	0
HGLibB_09708	CIR1	0	0
HGLibB_09709	CIR1	0	0
HGLibB_09710	CIR1	0	0
HGLibB_09711	CIRBP	0	0
HGLibB_09712	CIRBP	0	0
HGLibB_09713	CIRBP	0	0
HGLibB_09715	CIRH1A	0	0
HGLibB_09716	CIRH1A	0	0
HGLibB_09717	CISD1	0	0
HGLibB_09718	CISD1	0	0
HGLibB_09719	CISD1	0	0
HGLibB_09720	CISD2	0	0
HGLibB_09721	CISD2	0	0
HGLibB_09722	CISD2	0	0
HGLibB_09723	CISD3	0	0
HGLibB_09724	CISD3	0	0
HGLibB_09725	CISD3	0	0
HGLibB_09726	CISH	0	0
HGLibB_09727	CISH	0	0
HGLibB_09728	CISH	0	0
HGLibB_09729	CIT	0	0
HGLibB_09730	CIT	0	0
HGLibB_09731	CIT	0	0
HGLibB_09732	CITED1	0	0
HGLibB_09733	CITED1	0	0
HGLibB_09734	CITED1	0	0
HGLibB_09735	CITED2	0	0
HGLibB_09736	CITED2	0	0
HGLibB_09737	CITED2	0	0
HGLibB_09738	CITED4	0	0
HGLibB_09739	CITED4	0	0
HGLibB_09740	CITED4	0	0
HGLibB_09741	CIZ1	0	0
HGLibB_09742	CIZ1	0	0
HGLibB_09743	CIZ1	0	0
HGLibB_09744	CKAP2	0	0
HGLibB_09745	CKAP2	0	0
HGLibB_09746	CKAP2	0	0
HGLibB_09747	CKAP2L	0	0
HGLibB_09748	CKAP2L	0	0
HGLibB_09749	CKAP2L	0	0
HGLibB_09750	CKAP4	0	0
HGLibB_09751	CKAP4	0	0
HGLibB_09752	CKAP4	0	0
HGLibB_09753	CKAP5	0	0
HGLibB_09754	CKAP5	0	0
HGLibB_09755	CKAP5	0	0
HGLibB_09756	CKB	0	0
HGLibB_09757	CKB	0	0
HGLibB_09759	CKLF	0	0
HGLibB_09760	CKLF	0	0
HGLibB_09761	CKLF	0	0
HGLibB_09762	CKLF-CMTM1	0	0
HGLibB_09763	CKLF-CMTM1	0	0
HGLibB_09764	CKLF-CMTM1	0	0
HGLibB_09765	CKM	0	0
HGLibB_09766	CKM	0	0
HGLibB_09767	CKM	0	0
HGLibB_09768	CKMT1A	0	0
HGLibB_09769	CKMT1A	0	0
HGLibB_09770	CKMT1A	0	0
HGLibB_09771	CKMT1B	0	0
HGLibB_09772	CKMT1B	0	0
HGLibB_09773	CKMT1B	0	0
HGLibB_09774	CKMT2	0	0
HGLibB_09775	CKMT2	0	0
HGLibB_09776	CKMT2	0	0
HGLibB_09777	CKS1B	0	0
HGLibB_09778	CKS1B	0	0
HGLibB_09779	CKS1B	0	0
HGLibB_09780	CKS2	0	0
HGLibB_09781	CKS2	0	0
HGLibB_09782	CKS2	0	0
HGLibB_09783	CLASP1	0	0
HGLibB_09784	CLASP1	0	0
HGLibB_09785	CLASP1	0	0
HGLibB_09786	CLASP2	0	0
HGLibB_09787	CLASP2	0	0
HGLibB_09788	CLASP2	0	0
HGLibB_09789	CLASRP	0	0
HGLibB_09790	CLASRP	0	0
HGLibB_09791	CLASRP	0	0
HGLibB_09792	CLC	0	0
HGLibB_09794	CLC	0	0
HGLibB_09795	CLCA1	0	0
HGLibB_09797	CLCA1	0	0
HGLibB_09798	CLCA2	0	0
HGLibB_09799	CLCA2	0	0
HGLibB_09800	CLCA2	0	0
HGLibB_09801	CLCA4	0	0
HGLibB_09802	CLCA4	0	0
HGLibB_09803	CLCA4	0	0
HGLibB_09804	CLCC1	0	0
HGLibB_09805	CLCC1	0	0
HGLibB_09806	CLCC1	0	0
HGLibB_09807	CLCF1	0	0
HGLibB_09808	CLCF1	0	0
HGLibB_09809	CLCF1	0	0
HGLibB_09810	CLCN1	0	0
HGLibB_09811	CLCN1	0	0
HGLibB_09812	CLCN1	0	0
HGLibB_09813	CLCN2	0	0
HGLibB_09814	CLCN2	0	0
HGLibB_09815	CLCN2	0	0
HGLibB_09816	CLCN3	0	0
HGLibB_09817	CLCN3	0	0
HGLibB_09818	CLCN3	0	0
HGLibB_09819	CLCN4	0	0
HGLibB_09820	CLCN4	0	0
HGLibB_09821	CLCN4	0	0
HGLibB_09822	CLCN5	0	0
HGLibB_09823	CLCN5	0	0
HGLibB_09824	CLCN5	0	0
HGLibB_09825	CLCN6	0	0
HGLibB_09826	CLCN6	0	0
HGLibB_09827	CLCN6	0	0
HGLibB_09828	CLCN7	0	0
HGLibB_09829	CLCN7	0	0
HGLibB_09830	CLCN7	0	0
HGLibB_09831	CLCNKA	0	0
HGLibB_09832	CLCNKA	0	0
HGLibB_09833	CLCNKA	0	0
HGLibB_09834	CLCNKB	0	0
HGLibB_09835	CLCNKB	0	0
HGLibB_09836	CLCNKB	0	0
HGLibB_09837	CLDN1	0	0
HGLibB_09838	CLDN1	0	0
HGLibB_09839	CLDN1	0	0
HGLibB_09840	CLDN10	0	0
HGLibB_09841	CLDN10	0	0
HGLibB_09842	CLDN10	0	0
HGLibB_09843	CLDN11	0	0
HGLibB_09844	CLDN11	0	0
HGLibB_09845	CLDN11	0	0
HGLibB_09846	CLDN12	0	0
HGLibB_09847	CLDN12	0	0
HGLibB_09849	CLDN14	0	0
HGLibB_09850	CLDN14	0	0
HGLibB_09851	CLDN14	0	0
HGLibB_09852	CLDN15	0	0
HGLibB_09853	CLDN15	0	0
HGLibB_09854	CLDN15	0	0
HGLibB_09855	CLDN16	0	0
HGLibB_09856	CLDN16	0	0
HGLibB_09857	CLDN16	0	0
HGLibB_09858	CLDN17	0	0
HGLibB_09859	CLDN17	0	0
HGLibB_09860	CLDN17	0	0
HGLibB_09861	CLDN18	0	0
HGLibB_09863	CLDN18	0	0
HGLibB_09864	CLDN19	0	0
HGLibB_09865	CLDN19	0	0
HGLibB_09866	CLDN19	0	0
HGLibB_09867	CLDN2	0	0
HGLibB_09868	CLDN2	0	0
HGLibB_09869	CLDN2	0	0
HGLibB_09870	CLDN20	0	0
HGLibB_09871	CLDN20	0	0
HGLibB_09872	CLDN20	0	0
HGLibB_09873	CLDN22	0	0
HGLibB_09874	CLDN22	0	0
HGLibB_09875	CLDN22	0	0
HGLibB_09877	CLDN23	0	0
HGLibB_09878	CLDN23	0	0
HGLibB_09880	CLDN24	0	0
HGLibB_09881	CLDN24	0	0
HGLibB_09882	CLDN25	0	0
HGLibB_09883	CLDN25	0	0
HGLibB_09884	CLDN25	0	0
HGLibB_09885	CLDN3	0	0
HGLibB_09886	CLDN3	0	0
HGLibB_09888	CLDN4	0	0
HGLibB_09889	CLDN4	0	0
HGLibB_09890	CLDN4	0	0
HGLibB_09891	CLDN5	0	0
HGLibB_09892	CLDN5	0	0
HGLibB_09893	CLDN5	0	0
HGLibB_09894	CLDN6	0	0
HGLibB_09895	CLDN6	0	0
HGLibB_09896	CLDN6	0	0
HGLibB_09897	CLDN7	0	0
HGLibB_09898	CLDN7	0	0
HGLibB_09899	CLDN7	0	0
HGLibB_09900	CLDN8	0	0
HGLibB_09901	CLDN8	0	0
HGLibB_09903	CLDN9	0	0
HGLibB_09904	CLDN9	0	0
HGLibB_09905	CLDN9	0	0
HGLibB_09906	CLDND1	0	0
HGLibB_09908	CLDND1	0	0
HGLibB_09909	CLDND2	0	0
HGLibB_09910	CLDND2	0	0
HGLibB_09911	CLDND2	0	0
HGLibB_09912	CLEC10A	0	0
HGLibB_09913	CLEC10A	0	0
HGLibB_09914	CLEC10A	0	0
HGLibB_09915	CLEC11A	0	0
HGLibB_09916	CLEC11A	0	0
HGLibB_09917	CLEC11A	0	0
HGLibB_09918	CLEC12A	0	0
HGLibB_09919	CLEC12A	0	0
HGLibB_09921	CLEC12B	0	0
HGLibB_09922	CLEC12B	0	0
HGLibB_09923	CLEC12B	0	0
HGLibB_09924	CLEC14A	0	0
HGLibB_09925	CLEC14A	0	0
HGLibB_09926	CLEC14A	0	0
HGLibB_09927	CLEC16A	0	0
HGLibB_09928	CLEC16A	0	0
HGLibB_09929	CLEC16A	0	0
HGLibB_09930	CLEC17A	0	0
HGLibB_09931	CLEC17A	0	0
HGLibB_09932	CLEC17A	0	0
HGLibB_09933	CLEC18A	0	0
HGLibB_09935	CLEC18A	0	0
HGLibB_09936	CLEC18B	0	0
HGLibB_09937	CLEC18B	0	0
HGLibB_09938	CLEC18B	0	0
HGLibB_09939	CLEC18C	0	0
HGLibB_09940	CLEC18C	0	0
HGLibB_09942	CLEC19A	0	0
HGLibB_09943	CLEC19A	0	0
HGLibB_09944	CLEC19A	0	0
HGLibB_09945	CLEC1A	0	0
HGLibB_09946	CLEC1A	0	0
HGLibB_09947	CLEC1A	0	0
HGLibB_09948	CLEC1B	0	0
HGLibB_09949	CLEC1B	0	0
HGLibB_09950	CLEC1B	0	0
HGLibB_09951	CLEC2A	0	0
HGLibB_09952	CLEC2A	0	0
HGLibB_09953	CLEC2A	0	0
HGLibB_09954	CLEC2B	0	0
HGLibB_09955	CLEC2B	0	0
HGLibB_09956	CLEC2B	0	0
HGLibB_09957	CLEC2D	0	0
HGLibB_09958	CLEC2D	0	0
HGLibB_09959	CLEC2D	0	0
HGLibB_09960	CLEC2L	0	0
HGLibB_09961	CLEC2L	0	0
HGLibB_09962	CLEC2L	0	0
HGLibB_09963	CLEC3A	0	0
HGLibB_09964	CLEC3A	0	0
HGLibB_09965	CLEC3A	0	0
HGLibB_09966	CLEC3B	0	0
HGLibB_09967	CLEC3B	0	0
HGLibB_09968	CLEC3B	0	0
HGLibB_09969	CLEC4A	0	0
HGLibB_09970	CLEC4A	0	0
HGLibB_09971	CLEC4A	0	0
HGLibB_09972	CLEC4C	0	0
HGLibB_09973	CLEC4C	0	0
HGLibB_09974	CLEC4C	0	0
HGLibB_09975	CLEC4D	0	0
HGLibB_09976	CLEC4D	0	0
HGLibB_09977	CLEC4D	0	0
HGLibB_09978	CLEC4E	0	0
HGLibB_09979	CLEC4E	0	0
HGLibB_09980	CLEC4E	0	0
HGLibB_09981	CLEC4F	0	0
HGLibB_09982	CLEC4F	0	0
HGLibB_09983	CLEC4F	0	0
HGLibB_09984	CLEC4G	0	0
HGLibB_09985	CLEC4G	0	0
HGLibB_09986	CLEC4G	0	0
HGLibB_09987	CLEC4M	0	0
HGLibB_09988	CLEC4M	0	0
HGLibB_09990	CLEC5A	0	0
HGLibB_09991	CLEC5A	0	0
HGLibB_09992	CLEC5A	0	0
HGLibB_09993	CLEC6A	0	0
HGLibB_09994	CLEC6A	0	0
HGLibB_09995	CLEC6A	0	0
HGLibB_09996	CLEC7A	0	0
HGLibB_09997	CLEC7A	0	0
HGLibB_09998	CLEC7A	0	0
HGLibB_09999	CLEC9A	0	0
HGLibB_10000	CLEC9A	0	0
HGLibB_10001	CLEC9A	0	0
HGLibB_10002	CLECL1	0	0
HGLibB_10003	CLECL1	0	0
HGLibB_10004	CLECL1	0	0
HGLibB_10005	CLGN	0	0
HGLibB_10006	CLGN	0	0
HGLibB_10007	CLGN	0	0
HGLibB_10009	CLHC1	0	0
HGLibB_10010	CLHC1	0	0
HGLibB_10011	CLIC1	0	0
HGLibB_10012	CLIC1	0	0
HGLibB_10013	CLIC1	0	0
HGLibB_10014	CLIC2	0	0
HGLibB_10015	CLIC2	0	0
HGLibB_10016	CLIC2	0	0
HGLibB_10017	CLIC3	0	0
HGLibB_10019	CLIC3	0	0
HGLibB_10020	CLIC4	0	0
HGLibB_10021	CLIC4	0	0
HGLibB_10022	CLIC4	0	0
HGLibB_10023	CLIC5	0	0
HGLibB_10024	CLIC5	0	0
HGLibB_10025	CLIC5	0	0
HGLibB_10026	CLIC6	0	0
HGLibB_10027	CLIC6	0	0
HGLibB_10028	CLIC6	0	0
HGLibB_10031	CLINT1	0	0
HGLibB_10032	CLIP1	0	0
HGLibB_10033	CLIP1	0	0
HGLibB_10034	CLIP1	0	0
HGLibB_10035	CLIP2	0	0
HGLibB_10036	CLIP2	0	0
HGLibB_10037	CLIP2	0	0
HGLibB_10038	CLIP3	0	0
HGLibB_10039	CLIP3	0	0
HGLibB_10040	CLIP3	0	0
HGLibB_10041	CLIP4	0	0
HGLibB_10042	CLIP4	0	0
HGLibB_10043	CLIP4	0	0
HGLibB_10044	CLK1	0	0
HGLibB_10045	CLK1	0	0
HGLibB_10046	CLK1	0	0
HGLibB_10047	CLK2	0	0
HGLibB_10048	CLK2	0	0
HGLibB_10049	CLK2	0	0
HGLibB_10050	CLK3	0	0
HGLibB_10051	CLK3	0	0
HGLibB_10052	CLK3	0	0
HGLibB_10053	CLK4	0	0
HGLibB_10054	CLK4	0	0
HGLibB_10055	CLK4	0	0
HGLibB_10056	CLLU1OS	0	0
HGLibB_10057	CLLU1OS	0	0
HGLibB_10058	CLLU1OS	0	0
HGLibB_10059	CLMN	0	0
HGLibB_10060	CLMN	0	0
HGLibB_10061	CLMN	0	0
HGLibB_10062	CLMP	0	0
HGLibB_10063	CLMP	0	0
HGLibB_10064	CLMP	0	0
HGLibB_10065	CLN3	0	0
HGLibB_10066	CLN3	0	0
HGLibB_10067	CLN3	0	0
HGLibB_10068	CLN5	0	0
HGLibB_10069	CLN5	0	0
HGLibB_10070	CLN5	0	0
HGLibB_10071	CLN6	0	0
HGLibB_10072	CLN6	0	0
HGLibB_10073	CLN6	0	0
HGLibB_10074	CLN8	0	0
HGLibB_10075	CLN8	0	0
HGLibB_10076	CLN8	0	0
HGLibB_10077	CLNK	0	0
HGLibB_10078	CLNK	0	0
HGLibB_10079	CLNS1A	0	0
HGLibB_10080	CLNS1A	0	0
HGLibB_10081	CLNS1A	0	0
HGLibB_10082	CLOCK	0	0
HGLibB_10083	CLOCK	0	0
HGLibB_10084	CLP1	0	0
HGLibB_10085	CLP1	0	0
HGLibB_10086	CLP1	0	0
HGLibB_10088	CLPB	0	0
HGLibB_10089	CLPB	0	0
HGLibB_10090	CLPP	0	0
HGLibB_10091	CLPP	0	0
HGLibB_10092	CLPP	0	0
HGLibB_10093	CLPS	0	0
HGLibB_10094	CLPS	0	0
HGLibB_10095	CLPS	0	0
HGLibB_10096	CLPSL1	0	0
HGLibB_10097	CLPSL1	0	0
HGLibB_10098	CLPSL1	0	0
HGLibB_10100	CLPSL2	0	0
HGLibB_10101	CLPSL2	0	0
HGLibB_10102	CLPTM1	0	0
HGLibB_10103	CLPTM1	0	0
HGLibB_10104	CLPTM1	0	0
HGLibB_10105	CLPTM1L	0	0
HGLibB_10106	CLPTM1L	0	0
HGLibB_10107	CLPTM1L	0	0
HGLibB_10108	CLPX	0	0
HGLibB_10109	CLPX	0	0
HGLibB_10110	CLPX	0	0
HGLibB_10111	CLRN1	0	0
HGLibB_10112	CLRN1	0	0
HGLibB_10113	CLRN1	0	0
HGLibB_10114	CLRN2	0	0
HGLibB_10115	CLRN2	0	0
HGLibB_10116	CLRN2	0	0
HGLibB_10117	CLRN3	0	0
HGLibB_10118	CLRN3	0	0
HGLibB_10119	CLRN3	0	0
HGLibB_10120	CLSPN	0	0
HGLibB_10121	CLSPN	0	0
HGLibB_10122	CLSPN	0	0
HGLibB_10123	CLSTN1	0	0
HGLibB_10124	CLSTN1	0	0
HGLibB_10125	CLSTN1	0	0
HGLibB_10126	CLSTN2	0	0
HGLibB_10127	CLSTN2	0	0
HGLibB_10128	CLSTN2	0	0
HGLibB_10129	CLSTN3	0	0
HGLibB_10130	CLSTN3	0	0
HGLibB_10131	CLSTN3	0	0
HGLibB_10132	CLTA	0	0
HGLibB_10133	CLTA	0	0
HGLibB_10134	CLTA	0	0
HGLibB_10135	CLTB	0	0
HGLibB_10136	CLTB	0	0
HGLibB_10137	CLTB	0	0
HGLibB_10138	CLTC	0	0
HGLibB_10139	CLTC	0	0
HGLibB_10140	CLTC	0	0
HGLibB_10141	CLTCL1	0	0
HGLibB_10142	CLTCL1	0	0
HGLibB_10143	CLTCL1	0	0
HGLibB_10144	CLU	0	0
HGLibB_10145	CLU	0	0
HGLibB_10146	CLU	0	0
HGLibB_10147	CLUAP1	0	0
HGLibB_10148	CLUAP1	0	0
HGLibB_10149	CLUAP1	0	0
HGLibB_10150	CLUH	0	0
HGLibB_10151	CLUH	0	0
HGLibB_10152	CLUH	0	0
HGLibB_10153	CLUL1	0	0
HGLibB_10154	CLUL1	0	0
HGLibB_10155	CLUL1	0	0
HGLibB_10156	CLVS1	0	0
HGLibB_10157	CLVS1	0	0
HGLibB_10158	CLVS1	0	0
HGLibB_10159	CLVS2	0	0
HGLibB_10160	CLVS2	0	0
HGLibB_10162	CLYBL	0	0
HGLibB_10163	CLYBL	0	0
HGLibB_10164	CLYBL	0	0
HGLibB_10165	CMA1	0	0
HGLibB_10166	CMA1	0	0
HGLibB_10167	CMA1	0	0
HGLibB_10168	CMAS	0	0
HGLibB_10169	CMAS	0	0
HGLibB_10170	CMAS	0	0
HGLibB_10171	CMBL	0	0
HGLibB_10172	CMBL	0	0
HGLibB_10173	CMBL	0	0
HGLibB_10174	CMC1	0	0
HGLibB_10175	CMC1	0	0
HGLibB_10176	CMC1	0	0
HGLibB_10177	CMC2	0	0
HGLibB_10178	CMC2	0	0
HGLibB_10179	CMC4	0	0
HGLibB_10180	CMC4	0	0
HGLibB_10181	CMC4	0	0
HGLibB_10182	CMIP	0	0
HGLibB_10183	CMIP	0	0
HGLibB_10184	CMIP	0	0
HGLibB_10185	CMKLR1	0	0
HGLibB_10186	CMKLR1	0	0
HGLibB_10187	CMKLR1	0	0
HGLibB_10188	CMPK1	0	0
HGLibB_10189	CMPK1	0	0
HGLibB_10190	CMPK1	0	0
HGLibB_10191	CMPK2	0	0
HGLibB_10192	CMPK2	0	0
HGLibB_10193	CMPK2	0	0
HGLibB_10194	CMSS1	0	0
HGLibB_10195	CMSS1	0	0
HGLibB_10196	CMSS1	0	0
HGLibB_10197	CMTM1	0	0
HGLibB_10199	CMTM1	0	0
HGLibB_10200	CMTM2	0	0
HGLibB_10201	CMTM2	0	0
HGLibB_10202	CMTM2	0	0
HGLibB_10203	CMTM3	0	0
HGLibB_10204	CMTM3	0	0
HGLibB_10205	CMTM3	0	0
HGLibB_10206	CMTM4	0	0
HGLibB_10207	CMTM4	0	0
HGLibB_10208	CMTM4	0	0
HGLibB_10209	CMTM5	0	0
HGLibB_10210	CMTM5	0	0
HGLibB_10211	CMTM5	0	0
HGLibB_10212	CMTM6	0	0
HGLibB_10213	CMTM6	0	0
HGLibB_10214	CMTM6	0	0
HGLibB_10215	CMTM7	0	0
HGLibB_10216	CMTM7	0	0
HGLibB_10217	CMTM7	0	0
HGLibB_10218	CMTM8	0	0
HGLibB_10219	CMTM8	0	0
HGLibB_10220	CMTM8	0	0
HGLibB_10221	CMTR1	0	0
HGLibB_10222	CMTR1	0	0
HGLibB_10223	CMTR1	0	0
HGLibB_10224	CMTR2	0	0
HGLibB_10225	CMTR2	0	0
HGLibB_10226	CMTR2	0	0
HGLibB_10227	CMYA5	0	0
HGLibB_10228	CMYA5	0	0
HGLibB_10229	CMYA5	0	0
HGLibB_10230	CNBD1	0	0
HGLibB_10231	CNBD1	0	0
HGLibB_10232	CNBD1	0	0
HGLibB_10233	CNBD2	0	0
HGLibB_10234	CNBD2	0	0
HGLibB_10235	CNBD2	0	0
HGLibB_10236	CNBP	0	0
HGLibB_10237	CNBP	0	0
HGLibB_10239	CNDP1	0	0
HGLibB_10240	CNDP1	0	0
HGLibB_10241	CNDP1	0	0
HGLibB_10242	CNDP2	0	0
HGLibB_10243	CNDP2	0	0
HGLibB_10244	CNDP2	0	0
HGLibB_10245	CNEP1R1	0	0
HGLibB_10246	CNEP1R1	0	0
HGLibB_10247	CNEP1R1	0	0
HGLibB_10248	CNFN	0	0
HGLibB_10249	CNFN	0	0
HGLibB_10250	CNFN	0	0
HGLibB_10251	CNGA1	0	0
HGLibB_10252	CNGA1	0	0
HGLibB_10253	CNGA1	0	0
HGLibB_10254	CNGA2	0	0
HGLibB_10255	CNGA2	0	0
HGLibB_10256	CNGA2	0	0
HGLibB_10257	CNGA3	0	0
HGLibB_10258	CNGA3	0	0
HGLibB_10259	CNGA3	0	0
HGLibB_10260	CNGA4	0	0
HGLibB_10261	CNGA4	0	0
HGLibB_10262	CNGA4	0	0
HGLibB_10263	CNGB1	0	0
HGLibB_10264	CNGB1	0	0
HGLibB_10265	CNGB1	0	0
HGLibB_10266	CNGB3	0	0
HGLibB_10267	CNGB3	0	0
HGLibB_10268	CNGB3	0	0
HGLibB_10269	CNIH	0	0
HGLibB_10270	CNIH	0	0
HGLibB_10271	CNIH	0	0
HGLibB_10274	CNIH1	0	0
HGLibB_10275	CNIH2	0	0
HGLibB_10276	CNIH2	0	0
HGLibB_10277	CNIH2	0	0
HGLibB_10278	CNIH3	0	0
HGLibB_10279	CNIH3	0	0
HGLibB_10280	CNIH3	0	0
HGLibB_10281	CNIH4	0	0
HGLibB_10282	CNIH4	0	0
HGLibB_10283	CNIH4	0	0
HGLibB_10284	CNKSR1	0	0
HGLibB_10285	CNKSR1	0	0
HGLibB_10286	CNKSR1	0	0
HGLibB_10287	CNKSR2	0	0
HGLibB_10288	CNKSR2	0	0
HGLibB_10289	CNKSR2	0	0
HGLibB_10290	CNKSR3	0	0
HGLibB_10292	CNKSR3	0	0
HGLibB_10293	CNN1	0	0
HGLibB_10294	CNN1	0	0
HGLibB_10295	CNN1	0	0
HGLibB_10296	CNN2	0	0
HGLibB_10297	CNN2	0	0
HGLibB_10298	CNN2	0	0
HGLibB_10299	CNN3	0	0
HGLibB_10300	CNN3	0	0
HGLibB_10301	CNN3	0	0
HGLibB_10302	CNNM1	0	0
HGLibB_10303	CNNM1	0	0
HGLibB_10304	CNNM1	0	0
HGLibB_10305	CNNM2	0	0
HGLibB_10307	CNNM2	0	0
HGLibB_10308	CNNM3	0	0
HGLibB_10309	CNNM3	0	0
HGLibB_10310	CNNM3	0	0
HGLibB_10311	CNNM4	0	0
HGLibB_10312	CNNM4	0	0
HGLibB_10313	CNNM4	0	0
HGLibB_10314	CNOT1	0	0
HGLibB_10315	CNOT1	0	0
HGLibB_10316	CNOT1	0	0
HGLibB_10317	CNOT10	0	0
HGLibB_10318	CNOT10	0	0
HGLibB_10319	CNOT10	0	0
HGLibB_10320	CNOT11	0	0
HGLibB_10321	CNOT11	0	0
HGLibB_10322	CNOT11	0	0
HGLibB_10323	CNOT2	0	0
HGLibB_10324	CNOT2	0	0
HGLibB_10325	CNOT2	0	0
HGLibB_10326	CNOT3	0	0
HGLibB_10327	CNOT3	0	0
HGLibB_10328	CNOT3	0	0
HGLibB_10329	CNOT4	0	0
HGLibB_10330	CNOT4	0	0
HGLibB_10331	CNOT4	0	0
HGLibB_10332	CNOT6	0	0
HGLibB_10333	CNOT6	0	0
HGLibB_10334	CNOT6	0	0
HGLibB_10335	CNOT6L	0	0
HGLibB_10336	CNOT6L	0	0
HGLibB_10337	CNOT6L	0	0
HGLibB_10338	CNOT7	0	0
HGLibB_10339	CNOT7	0	0
HGLibB_10340	CNOT7	0	0
HGLibB_10341	CNOT8	0	0
HGLibB_10342	CNOT8	0	0
HGLibB_10343	CNOT8	0	0
HGLibB_10344	CNP	0	0
HGLibB_10345	CNP	0	0
HGLibB_10346	CNP	0	0
HGLibB_10347	CNPPD1	0	0
HGLibB_10348	CNPPD1	0	0
HGLibB_10349	CNPPD1	0	0
HGLibB_10351	CNPY1	0	0
HGLibB_10352	CNPY1	0	0
HGLibB_10353	CNPY2	0	0
HGLibB_10354	CNPY2	0	0
HGLibB_10355	CNPY2	0	0
HGLibB_10356	CNPY3	0	0
HGLibB_10357	CNPY3	0	0
HGLibB_10358	CNPY3	0	0
HGLibB_10359	CNPY4	0	0
HGLibB_10360	CNPY4	0	0
HGLibB_10361	CNPY4	0	0
HGLibB_10362	CNR1	0	0
HGLibB_10363	CNR1	0	0
HGLibB_10364	CNR1	0	0
HGLibB_10365	CNR2	0	0
HGLibB_10366	CNR2	0	0
HGLibB_10367	CNR2	0	0
HGLibB_10368	CNRIP1	0	0
HGLibB_10369	CNRIP1	0	0
HGLibB_10370	CNRIP1	0	0
HGLibB_10371	CNST	0	0
HGLibB_10372	CNST	0	0
HGLibB_10373	CNST	0	0
HGLibB_10374	CNTD1	0	0
HGLibB_10375	CNTD1	0	0
HGLibB_10376	CNTD1	0	0
HGLibB_10377	CNTD2	0	0
HGLibB_10378	CNTD2	0	0
HGLibB_10379	CNTD2	0	0
HGLibB_10380	CNTF	0	0
HGLibB_10382	CNTF	0	0
HGLibB_10383	CNTFR	0	0
HGLibB_10384	CNTFR	0	0
HGLibB_10385	CNTFR	0	0
HGLibB_10386	CNTLN	0	0
HGLibB_10387	CNTLN	0	0
HGLibB_10388	CNTLN	0	0
HGLibB_10389	CNTN1	0	0
HGLibB_10390	CNTN1	0	0
HGLibB_10391	CNTN1	0	0
