sgRNA	Gene	sample1_7day	sample1_21day
HGLibB_47631	STYX	0	0
HGLibB_47632	STYXL1	0	0
HGLibB_47633	STYXL1	0	0
HGLibB_47634	STYXL1	0	0
HGLibB_47635	SUB1	0	0
HGLibB_47636	SUB1	0	0
HGLibB_47637	SUB1	0	0
HGLibB_47638	SUCLA2	0	0
HGLibB_47639	SUCLA2	0	0
HGLibB_47640	SUCLA2	0	0
HGLibB_47641	SUCLG1	0	0
HGLibB_47642	SUCLG1	0	0
HGLibB_47643	SUCLG1	0	0
HGLibB_47644	SUCLG2	0	0
HGLibB_47645	SUCLG2	0	0
HGLibB_47646	SUCLG2	0	0
HGLibB_47647	SUCNR1	0	0
HGLibB_47648	SUCNR1	0	0
HGLibB_47649	SUCNR1	0	0
HGLibB_47650	SUCO	0	0
HGLibB_47651	SUCO	0	0
HGLibB_47652	SUCO	0	0
HGLibB_47653	SUDS3	0	0
HGLibB_47654	SUDS3	0	0
HGLibB_47655	SUDS3	0	0
HGLibB_47656	SUFU	0	0
HGLibB_47657	SUFU	0	0
HGLibB_47658	SUFU	0	0
HGLibB_47659	SUGP1	0	0
HGLibB_47660	SUGP1	0	0
HGLibB_47661	SUGP1	0	0
HGLibB_47662	SUGP2	0	0
HGLibB_47663	SUGP2	0	0
HGLibB_47664	SUGP2	0	0
HGLibB_47665	SUGT1	0	0
HGLibB_47666	SUGT1	0	0
HGLibB_47667	SULF1	0	0
HGLibB_47668	SULF1	0	0
HGLibB_47669	SULF1	0	0
HGLibB_47670	SULF2	0	0
HGLibB_47671	SULF2	0	0
HGLibB_47672	SULF2	0	0
HGLibB_47673	SULT1A1	0	0
HGLibB_47674	SULT1A1	0	0
HGLibB_47675	SULT1A1	0	0
HGLibB_47676	SULT1A2	0	0
HGLibB_47677	SULT1A2	0	0
HGLibB_47678	SULT1A2	0	0
HGLibB_47679	SULT1A3	0	0
HGLibB_47680	SULT1A3	0	0
HGLibB_47681	SULT1A3	0	0
HGLibB_47682	SULT1A4	0	0
HGLibB_47683	SULT1A4	0	0
HGLibB_47684	SULT1A4	0	0
HGLibB_47685	SULT1B1	0	0
HGLibB_47686	SULT1B1	0	0
HGLibB_47687	SULT1B1	0	0
HGLibB_47688	SULT1C2	0	0
HGLibB_47689	SULT1C2	0	0
HGLibB_47690	SULT1C2	0	0
HGLibB_47691	SULT1C3	0	0
HGLibB_47692	SULT1C3	0	0
HGLibB_47693	SULT1C3	0	0
HGLibB_47694	SULT1C4	0	0
HGLibB_47695	SULT1C4	0	0
HGLibB_47696	SULT1C4	0	0
HGLibB_47697	SULT1E1	0	0
HGLibB_47698	SULT1E1	0	0
HGLibB_47700	SULT2A1	0	0
HGLibB_47701	SULT2A1	0	0
HGLibB_47702	SULT2A1	0	0
HGLibB_47703	SULT2B1	0	0
HGLibB_47705	SULT2B1	0	0
HGLibB_47706	SULT4A1	0	0
HGLibB_47707	SULT4A1	0	0
HGLibB_47708	SULT4A1	0	0
HGLibB_47709	SULT6B1	0	0
HGLibB_47710	SULT6B1	0	0
HGLibB_47711	SULT6B1	0	0
HGLibB_47712	SUMF1	0	0
HGLibB_47713	SUMF1	0	0
HGLibB_47714	SUMF1	0	0
HGLibB_47716	SUMF2	0	0
HGLibB_47717	SUMF2	0	0
HGLibB_47718	SUMO1	0	0
HGLibB_47720	SUMO1	0	0
HGLibB_47721	SUMO2	0	0
HGLibB_47722	SUMO2	0	0
HGLibB_47723	SUMO2	0	0
HGLibB_47724	SUMO3	0	0
HGLibB_47725	SUMO3	0	0
HGLibB_47726	SUMO3	0	0
HGLibB_47727	SUMO4	0	0
HGLibB_47728	SUMO4	0	0
HGLibB_47729	SUMO4	0	0
HGLibB_47730	SUN1	0	0
HGLibB_47731	SUN1	0	0
HGLibB_47732	SUN1	0	0
HGLibB_47733	SUN2	0	0
HGLibB_47734	SUN2	0	0
HGLibB_47736	SUN3	0	0
HGLibB_47737	SUN3	0	0
HGLibB_47738	SUN3	0	0
HGLibB_47739	SUN5	0	0
HGLibB_47740	SUN5	0	0
HGLibB_47741	SUN5	0	0
HGLibB_47742	SUOX	0	0
HGLibB_47743	SUOX	0	0
HGLibB_47744	SUOX	0	0
HGLibB_47745	SUPT16H	0	0
HGLibB_47746	SUPT16H	0	0
HGLibB_47747	SUPT16H	0	0
HGLibB_47748	SUPT20H	0	0
HGLibB_47749	SUPT20H	0	0
HGLibB_47750	SUPT20HL1	0	0
HGLibB_47751	SUPT20HL1	0	0
HGLibB_47752	SUPT20HL1	0	0
HGLibB_47753	SUPT20HL2	0	0
HGLibB_47754	SUPT20HL2	0	0
HGLibB_47755	SUPT20HL2	0	0
HGLibB_47756	SUPT3H	0	0
HGLibB_47757	SUPT3H	0	0
HGLibB_47758	SUPT3H	0	0
HGLibB_47759	SUPT4H1	0	0
HGLibB_47760	SUPT4H1	0	0
HGLibB_47761	SUPT4H1	0	0
HGLibB_47762	SUPT5H	0	0
HGLibB_47763	SUPT5H	0	0
HGLibB_47764	SUPT5H	0	0
HGLibB_47765	SUPT6H	0	0
HGLibB_47766	SUPT6H	0	0
HGLibB_47767	SUPT6H	0	0
HGLibB_47768	SUPT7L	0	0
HGLibB_47769	SUPT7L	0	0
HGLibB_47771	SUPV3L1	0	0
HGLibB_47772	SUPV3L1	0	0
HGLibB_47773	SUPV3L1	0	0
HGLibB_47774	SURF1	0	0
HGLibB_47775	SURF1	0	0
HGLibB_47776	SURF1	0	0
HGLibB_47777	SURF2	0	0
HGLibB_47779	SURF2	0	0
HGLibB_47780	SURF4	0	0
HGLibB_47781	SURF4	0	0
HGLibB_47782	SURF4	0	0
HGLibB_47783	SURF6	0	0
HGLibB_47784	SURF6	0	0
HGLibB_47785	SURF6	0	0
HGLibB_47786	SUSD1	0	0
HGLibB_47787	SUSD1	0	0
HGLibB_47788	SUSD1	0	0
HGLibB_47789	SUSD2	0	0
HGLibB_47790	SUSD2	0	0
HGLibB_47791	SUSD2	0	0
HGLibB_47792	SUSD3	0	0
HGLibB_47793	SUSD3	0	0
HGLibB_47794	SUSD3	0	0
HGLibB_47795	SUSD4	0	0
HGLibB_47796	SUSD4	0	0
HGLibB_47797	SUSD4	0	0
HGLibB_47798	SUSD5	0	0
HGLibB_47799	SUSD5	0	0
HGLibB_47800	SUSD5	0	0
HGLibB_47801	SUV39H1	0	0
HGLibB_47802	SUV39H1	0	0
HGLibB_47803	SUV39H1	0	0
HGLibB_47804	SUV39H2	0	0
HGLibB_47805	SUV39H2	0	0
HGLibB_47806	SUV39H2	0	0
HGLibB_47807	SUV420H1	0	0
HGLibB_47808	SUV420H1	0	0
HGLibB_47809	SUV420H1	0	0
HGLibB_47811	SUV420H2	0	0
HGLibB_47812	SUV420H2	0	0
HGLibB_47813	SUZ12	0	0
HGLibB_47814	SUZ12	0	0
HGLibB_47815	SUZ12	0	0
HGLibB_47816	SV2A	0	0
HGLibB_47817	SV2A	0	0
HGLibB_47818	SV2A	0	0
HGLibB_47819	SV2B	0	0
HGLibB_47820	SV2B	0	0
HGLibB_47821	SV2B	0	0
HGLibB_47822	SV2C	0	0
HGLibB_47823	SV2C	0	0
HGLibB_47824	SV2C	0	0
HGLibB_47825	SVEP1	0	0
HGLibB_47826	SVEP1	0	0
HGLibB_47827	SVEP1	0	0
HGLibB_47828	SVIL	0	0
HGLibB_47829	SVIL	0	0
HGLibB_47830	SVIL	0	0
HGLibB_47831	SVIP	0	0
HGLibB_47832	SVIP	0	0
HGLibB_47833	SVIP	0	0
HGLibB_47834	SVOP	0	0
HGLibB_47835	SVOP	0	0
HGLibB_47837	SVOPL	0	0
HGLibB_47838	SVOPL	0	0
HGLibB_47839	SVOPL	0	0
HGLibB_47840	SWAP70	0	0
HGLibB_47841	SWAP70	0	0
HGLibB_47842	SWAP70	0	0
HGLibB_47843	SWSAP1	0	0
HGLibB_47844	SWSAP1	0	0
HGLibB_47845	SWSAP1	0	0
HGLibB_47846	SWT1	0	0
HGLibB_47847	SWT1	0	0
HGLibB_47848	SYAP1	0	0
HGLibB_47849	SYAP1	0	0
HGLibB_47850	SYAP1	0	0
HGLibB_47851	SYBU	0	0
HGLibB_47852	SYBU	0	0
HGLibB_47853	SYBU	0	0
HGLibB_47854	SYCE1	0	0
HGLibB_47855	SYCE1	0	0
HGLibB_47856	SYCE1	0	0
HGLibB_47857	SYCE1L	0	0
HGLibB_47858	SYCE1L	0	0
HGLibB_47859	SYCE1L	0	0
HGLibB_47860	SYCE2	0	0
HGLibB_47861	SYCE2	0	0
HGLibB_47862	SYCE2	0	0
HGLibB_47863	SYCE3	0	0
HGLibB_47864	SYCE3	0	0
HGLibB_47865	SYCE3	0	0
HGLibB_47866	SYCN	0	0
HGLibB_47867	SYCN	0	0
HGLibB_47868	SYCN	0	0
HGLibB_47869	SYCP1	0	0
HGLibB_47870	SYCP1	0	0
HGLibB_47871	SYCP2	0	0
HGLibB_47872	SYCP2	0	0
HGLibB_47873	SYCP2	0	0
HGLibB_47874	SYCP2L	0	0
HGLibB_47875	SYCP2L	0	0
HGLibB_47876	SYCP2L	0	0
HGLibB_47877	SYCP3	0	0
HGLibB_47878	SYCP3	0	0
HGLibB_47879	SYCP3	0	0
HGLibB_47880	SYDE1	0	0
HGLibB_47881	SYDE1	0	0
HGLibB_47882	SYDE1	0	0
HGLibB_47883	SYDE2	0	0
HGLibB_47884	SYDE2	0	0
HGLibB_47885	SYDE2	0	0
HGLibB_47886	SYF2	0	0
HGLibB_47887	SYF2	0	0
HGLibB_47888	SYF2	0	0
HGLibB_47889	SYK	0	0
HGLibB_47890	SYK	0	0
HGLibB_47891	SYK	0	0
HGLibB_47892	SYMPK	0	0
HGLibB_47893	SYMPK	0	0
HGLibB_47894	SYMPK	0	0
HGLibB_47895	SYN1	0	0
HGLibB_47896	SYN1	0	0
HGLibB_47897	SYN1	0	0
HGLibB_47898	SYN2	0	0
HGLibB_47899	SYN2	0	0
HGLibB_47900	SYN2	0	0
HGLibB_47901	SYN3	0	0
HGLibB_47902	SYN3	0	0
HGLibB_47903	SYN3	0	0
HGLibB_47904	SYNC	0	0
HGLibB_47905	SYNC	0	0
HGLibB_47906	SYNC	0	0
HGLibB_47907	SYNCRIP	0	0
HGLibB_47908	SYNCRIP	0	0
HGLibB_47909	SYNCRIP	0	0
HGLibB_47910	SYNDIG1	0	0
HGLibB_47912	SYNDIG1	0	0
HGLibB_47913	SYNDIG1L	0	0
HGLibB_47914	SYNDIG1L	0	0
HGLibB_47915	SYNDIG1L	0	0
HGLibB_47916	SYNE1	0	0
HGLibB_47917	SYNE1	0	0
HGLibB_47918	SYNE1	0	0
HGLibB_47919	SYNE2	0	0
HGLibB_47920	SYNE2	0	0
HGLibB_47921	SYNE2	0	0
HGLibB_47922	SYNE3	0	0
HGLibB_47923	SYNE3	0	0
HGLibB_47924	SYNE3	0	0
HGLibB_47925	SYNE4	0	0
HGLibB_47926	SYNE4	0	0
HGLibB_47927	SYNE4	0	0
HGLibB_47928	SYNGAP1	0	0
HGLibB_47929	SYNGAP1	0	0
HGLibB_47930	SYNGAP1	0	0
HGLibB_47931	SYNGR1	0	0
HGLibB_47932	SYNGR1	0	0
HGLibB_47933	SYNGR1	0	0
HGLibB_47934	SYNGR2	0	0
HGLibB_47935	SYNGR2	0	0
HGLibB_47936	SYNGR2	0	0
HGLibB_47937	SYNGR3	0	0
HGLibB_47938	SYNGR3	0	0
HGLibB_47939	SYNGR3	0	0
HGLibB_47941	SYNGR4	0	0
HGLibB_47942	SYNGR4	0	0
HGLibB_47944	SYNJ1	0	0
HGLibB_47945	SYNJ1	0	0
HGLibB_47946	SYNJ2	0	0
HGLibB_47947	SYNJ2	0	0
HGLibB_47948	SYNJ2	0	0
HGLibB_47949	SYNJ2BP	0	0
HGLibB_47950	SYNJ2BP	0	0
HGLibB_47951	SYNJ2BP	0	0
HGLibB_47954	SYNJ2BP-COX16	0	0
HGLibB_47955	SYNM	0	0
HGLibB_47956	SYNM	0	0
HGLibB_47957	SYNM	0	0
HGLibB_47958	SYNPO	0	0
HGLibB_47959	SYNPO	0	0
HGLibB_47960	SYNPO	0	0
HGLibB_47961	SYNPO2	0	0
HGLibB_47963	SYNPO2	0	0
HGLibB_47964	SYNPO2L	0	0
HGLibB_47965	SYNPO2L	0	0
HGLibB_47966	SYNPO2L	0	0
HGLibB_47967	SYNPR	0	0
HGLibB_47968	SYNPR	0	0
HGLibB_47969	SYNPR	0	0
HGLibB_47970	SYNRG	0	0
HGLibB_47971	SYNRG	0	0
HGLibB_47972	SYNRG	0	0
HGLibB_47973	SYP	0	0
HGLibB_47974	SYP	0	0
HGLibB_47975	SYP	0	0
HGLibB_47976	SYPL1	0	0
HGLibB_47977	SYPL1	0	0
HGLibB_47978	SYPL1	0	0
HGLibB_47979	SYPL2	0	0
HGLibB_47980	SYPL2	0	0
HGLibB_47981	SYPL2	0	0
HGLibB_47982	SYS1	0	0
HGLibB_47983	SYS1	0	0
HGLibB_47984	SYS1	0	0
HGLibB_47986	SYT1	0	0
HGLibB_47987	SYT1	0	0
HGLibB_47988	SYT10	0	0
HGLibB_47989	SYT10	0	0
HGLibB_47990	SYT10	0	0
HGLibB_47991	SYT11	0	0
HGLibB_47992	SYT11	0	0
HGLibB_47993	SYT11	0	0
HGLibB_47994	SYT12	0	0
HGLibB_47995	SYT12	0	0
HGLibB_47996	SYT12	0	0
HGLibB_47997	SYT13	0	0
HGLibB_47998	SYT13	0	0
HGLibB_47999	SYT13	0	0
HGLibB_48000	SYT14	0	0
HGLibB_48001	SYT14	0	0
HGLibB_48002	SYT14	0	0
HGLibB_48003	SYT15	0	0
HGLibB_48004	SYT15	0	0
HGLibB_48005	SYT15	0	0
HGLibB_48006	SYT16	0	0
HGLibB_48008	SYT16	0	0
HGLibB_48009	SYT17	0	0
HGLibB_48010	SYT17	0	0
HGLibB_48011	SYT17	0	0
HGLibB_48012	SYT2	0	0
HGLibB_48013	SYT2	0	0
HGLibB_48014	SYT2	0	0
HGLibB_48015	SYT3	0	0
HGLibB_48016	SYT3	0	0
HGLibB_48017	SYT3	0	0
HGLibB_48018	SYT4	0	0
HGLibB_48019	SYT4	0	0
HGLibB_48020	SYT4	0	0
HGLibB_48021	SYT5	0	0
HGLibB_48022	SYT5	0	0
HGLibB_48023	SYT5	0	0
HGLibB_48024	SYT6	0	0
HGLibB_48025	SYT6	0	0
HGLibB_48026	SYT6	0	0
HGLibB_48027	SYT7	0	0
HGLibB_48028	SYT7	0	0
HGLibB_48029	SYT7	0	0
HGLibB_48030	SYT8	0	0
HGLibB_48031	SYT8	0	0
HGLibB_48032	SYT8	0	0
HGLibB_48033	SYT9	0	0
HGLibB_48034	SYT9	0	0
HGLibB_48035	SYT9	0	0
HGLibB_48036	SYTL1	0	0
HGLibB_48037	SYTL1	0	0
HGLibB_48038	SYTL1	0	0
HGLibB_48039	SYTL2	0	0
HGLibB_48040	SYTL2	0	0
HGLibB_48041	SYTL2	0	0
HGLibB_48042	SYTL3	0	0
HGLibB_48043	SYTL3	0	0
HGLibB_48044	SYTL3	0	0
HGLibB_48045	SYTL4	0	0
HGLibB_48046	SYTL4	0	0
HGLibB_48047	SYTL4	0	0
HGLibB_48048	SYTL5	0	0
HGLibB_48049	SYTL5	0	0
HGLibB_48050	SYTL5	0	0
HGLibB_48051	SYVN1	0	0
HGLibB_48052	SYVN1	0	0
HGLibB_48053	SYVN1	0	0
HGLibB_48054	SZRD1	0	0
HGLibB_48055	SZRD1	0	0
HGLibB_48056	SZRD1	0	0
HGLibB_48057	SZT2	0	0
HGLibB_48058	SZT2	0	0
HGLibB_48059	SZT2	0	0
HGLibB_48060	T	0	0
HGLibB_48061	T	0	0
HGLibB_48062	T	0	0
HGLibB_48063	TAAR1	0	0
HGLibB_48064	TAAR1	0	0
HGLibB_48065	TAAR1	0	0
HGLibB_48066	TAAR2	0	0
HGLibB_48067	TAAR2	0	0
HGLibB_48068	TAAR2	0	0
HGLibB_48069	TAAR5	0	0
HGLibB_48070	TAAR5	0	0
HGLibB_48071	TAAR5	0	0
HGLibB_48072	TAAR6	0	0
HGLibB_48073	TAAR6	0	0
HGLibB_48074	TAAR6	0	0
HGLibB_48075	TAAR8	0	0
HGLibB_48076	TAAR8	0	0
HGLibB_48077	TAAR8	0	0
HGLibB_48078	TAAR9	0	0
HGLibB_48079	TAAR9	0	0
HGLibB_48080	TAAR9	0	0
HGLibB_48081	TAB1	0	0
HGLibB_48082	TAB1	0	0
HGLibB_48083	TAB1	0	0
HGLibB_48084	TAB2	0	0
HGLibB_48085	TAB2	0	0
HGLibB_48086	TAB2	0	0
HGLibB_48087	TAB3	0	0
HGLibB_48088	TAB3	0	0
HGLibB_48089	TAB3	0	0
HGLibB_48090	TAC1	0	0
HGLibB_48091	TAC1	0	0
HGLibB_48092	TAC1	0	0
HGLibB_48093	TAC3	0	0
HGLibB_48094	TAC3	0	0
HGLibB_48095	TAC3	0	0
HGLibB_48096	TAC4	0	0
HGLibB_48097	TAC4	0	0
HGLibB_48098	TAC4	0	0
HGLibB_48099	TACC1	0	0
HGLibB_48100	TACC1	0	0
HGLibB_48101	TACC1	0	0
HGLibB_48102	TACC2	0	0
HGLibB_48103	TACC2	0	0
HGLibB_48104	TACC2	0	0
HGLibB_48105	TACC3	0	0
HGLibB_48106	TACC3	0	0
HGLibB_48107	TACC3	0	0
HGLibB_48108	TACO1	0	0
HGLibB_48109	TACO1	0	0
HGLibB_48110	TACO1	0	0
HGLibB_48111	TACR1	0	0
HGLibB_48112	TACR1	0	0
HGLibB_48113	TACR1	0	0
HGLibB_48115	TACR2	0	0
HGLibB_48116	TACR2	0	0
HGLibB_48117	TACR3	0	0
HGLibB_48118	TACR3	0	0
HGLibB_48119	TACR3	0	0
HGLibB_48120	TACSTD2	0	0
HGLibB_48121	TACSTD2	0	0
HGLibB_48122	TACSTD2	0	0
HGLibB_48124	TADA1	0	0
HGLibB_48125	TADA1	0	0
HGLibB_48126	TADA2A	0	0
HGLibB_48127	TADA2A	0	0
HGLibB_48128	TADA2A	0	0
HGLibB_48129	TADA2B	0	0
HGLibB_48130	TADA2B	0	0
HGLibB_48131	TADA2B	0	0
HGLibB_48132	TADA3	0	0
HGLibB_48133	TADA3	0	0
HGLibB_48134	TADA3	0	0
HGLibB_48135	TAF1	0	0
HGLibB_48136	TAF1	0	0
HGLibB_48137	TAF1	0	0
HGLibB_48138	TAF10	0	0
HGLibB_48139	TAF10	0	0
HGLibB_48140	TAF10	0	0
HGLibB_48141	TAF11	0	0
HGLibB_48142	TAF11	0	0
HGLibB_48143	TAF11	0	0
HGLibB_48145	TAF12	0	0
HGLibB_48146	TAF12	0	0
HGLibB_48147	TAF13	0	0
HGLibB_48148	TAF13	0	0
HGLibB_48149	TAF13	0	0
HGLibB_48150	TAF15	0	0
HGLibB_48151	TAF15	0	0
HGLibB_48152	TAF15	0	0
HGLibB_48153	TAF1A	0	0
HGLibB_48154	TAF1A	0	0
HGLibB_48155	TAF1A	0	0
HGLibB_48156	TAF1B	0	0
HGLibB_48157	TAF1B	0	0
HGLibB_48158	TAF1B	0	0
HGLibB_48159	TAF1C	0	0
HGLibB_48160	TAF1C	0	0
HGLibB_48161	TAF1C	0	0
HGLibB_48162	TAF1D	0	0
HGLibB_48163	TAF1D	0	0
HGLibB_48164	TAF1D	0	0
HGLibB_48165	TAF1L	0	0
HGLibB_48166	TAF1L	0	0
HGLibB_48167	TAF1L	0	0
HGLibB_48168	TAF2	0	0
HGLibB_48169	TAF2	0	0
HGLibB_48170	TAF2	0	0
HGLibB_48171	TAF3	0	0
HGLibB_48172	TAF3	0	0
HGLibB_48173	TAF3	0	0
HGLibB_48174	TAF4	0	0
HGLibB_48175	TAF4	0	0
HGLibB_48176	TAF4	0	0
HGLibB_48177	TAF4B	0	0
HGLibB_48178	TAF4B	0	0
HGLibB_48179	TAF4B	0	0
HGLibB_48180	TAF5	0	0
HGLibB_48181	TAF5	0	0
HGLibB_48182	TAF5	0	0
HGLibB_48183	TAF5L	0	0
HGLibB_48184	TAF5L	0	0
HGLibB_48185	TAF5L	0	0
HGLibB_48186	TAF6	0	0
HGLibB_48187	TAF6	0	0
HGLibB_48188	TAF6	0	0
HGLibB_48189	TAF6L	0	0
HGLibB_48190	TAF6L	0	0
HGLibB_48191	TAF6L	0	0
HGLibB_48192	TAF7	0	0
HGLibB_48193	TAF7	0	0
HGLibB_48194	TAF7	0	0
HGLibB_48195	TAF7L	0	0
HGLibB_48196	TAF7L	0	0
HGLibB_48197	TAF7L	0	0
HGLibB_48198	TAF8	0	0
HGLibB_48199	TAF8	0	0
HGLibB_48200	TAF8	0	0
HGLibB_48201	TAF9	0	0
HGLibB_48202	TAF9	0	0
HGLibB_48203	TAF9	0	0
HGLibB_48204	TAF9B	0	0
HGLibB_48205	TAF9B	0	0
HGLibB_48206	TAF9B	0	0
HGLibB_48207	TAGAP	0	0
HGLibB_48208	TAGAP	0	0
HGLibB_48209	TAGAP	0	0
HGLibB_48210	TAGLN	0	0
HGLibB_48211	TAGLN	0	0
HGLibB_48212	TAGLN	0	0
HGLibB_48213	TAGLN2	0	0
HGLibB_48214	TAGLN2	0	0
HGLibB_48215	TAGLN2	0	0
HGLibB_48217	TAGLN3	0	0
HGLibB_48218	TAGLN3	0	0
HGLibB_48219	TAL1	0	0
HGLibB_48220	TAL1	0	0
HGLibB_48221	TAL1	0	0
HGLibB_48222	TAL2	0	0
HGLibB_48223	TAL2	0	0
HGLibB_48224	TAL2	0	0
HGLibB_48225	TALDO1	0	0
HGLibB_48226	TALDO1	0	0
HGLibB_48227	TALDO1	0	0
HGLibB_48228	TAMM41	0	0
HGLibB_48229	TAMM41	0	0
HGLibB_48230	TAMM41	0	0
HGLibB_48231	TANC1	0	0
HGLibB_48232	TANC1	0	0
HGLibB_48233	TANC1	0	0
HGLibB_48234	TANC2	0	0
HGLibB_48235	TANC2	0	0
HGLibB_48236	TANC2	0	0
HGLibB_48237	TANGO2	0	0
HGLibB_48238	TANGO2	0	0
HGLibB_48239	TANGO2	0	0
HGLibB_48240	TANGO6	0	0
HGLibB_48241	TANGO6	0	0
HGLibB_48242	TANGO6	0	0
HGLibB_48243	TANK	0	0
HGLibB_48244	TANK	0	0
HGLibB_48245	TANK	0	0
HGLibB_48246	TAOK1	0	0
HGLibB_48247	TAOK1	0	0
HGLibB_48248	TAOK1	0	0
HGLibB_48249	TAOK2	0	0
HGLibB_48250	TAOK2	0	0
HGLibB_48251	TAOK2	0	0
HGLibB_48252	TAOK3	0	0
HGLibB_48253	TAOK3	0	0
HGLibB_48254	TAOK3	0	0
HGLibB_48255	TAP1	0	0
HGLibB_48256	TAP1	0	0
HGLibB_48257	TAP1	0	0
HGLibB_48258	TAP2	0	0
HGLibB_48259	TAP2	0	0
HGLibB_48260	TAP2	0	0
HGLibB_48261	TAPBP	0	0
HGLibB_48262	TAPBP	0	0
HGLibB_48263	TAPBP	0	0
HGLibB_48264	TAPBPL	0	0
HGLibB_48265	TAPBPL	0	0
HGLibB_48266	TAPBPL	0	0
HGLibB_48267	TAPT1	0	0
HGLibB_48268	TAPT1	0	0
HGLibB_48269	TAPT1	0	0
HGLibB_48270	TARBP1	0	0
HGLibB_48271	TARBP1	0	0
HGLibB_48272	TARBP1	0	0
HGLibB_48273	TARBP2	0	0
HGLibB_48274	TARBP2	0	0
HGLibB_48275	TARBP2	0	0
HGLibB_48276	TARDBP	0	0
HGLibB_48277	TARDBP	0	0
HGLibB_48278	TARDBP	0	0
HGLibB_48280	TARM1	0	0
HGLibB_48281	TARM1	0	0
HGLibB_48282	TARP	0	0
HGLibB_48283	TARP	0	0
HGLibB_48284	TARP	0	0
HGLibB_48285	TARS	0	0
HGLibB_48286	TARS	0	0
HGLibB_48287	TARS	0	0
HGLibB_48288	TARS2	0	0
HGLibB_48289	TARS2	0	0
HGLibB_48290	TARS2	0	0
HGLibB_48291	TARSL2	0	0
HGLibB_48292	TARSL2	0	0
HGLibB_48293	TARSL2	0	0
HGLibB_48294	TAS1R1	0	0
HGLibB_48295	TAS1R1	0	0
HGLibB_48296	TAS1R1	0	0
HGLibB_48297	TAS1R2	0	0
HGLibB_48298	TAS1R2	0	0
HGLibB_48299	TAS1R2	0	0
HGLibB_48300	TAS1R3	0	0
HGLibB_48301	TAS1R3	0	0
HGLibB_48302	TAS1R3	0	0
HGLibB_48303	TAS2R1	0	0
HGLibB_48304	TAS2R1	0	0
HGLibB_48305	TAS2R1	0	0
HGLibB_48306	TAS2R10	0	0
HGLibB_48307	TAS2R10	0	0
HGLibB_48308	TAS2R10	0	0
HGLibB_48309	TAS2R13	0	0
HGLibB_48311	TAS2R13	0	0
HGLibB_48312	TAS2R14	0	0
HGLibB_48313	TAS2R14	0	0
HGLibB_48314	TAS2R14	0	0
HGLibB_48315	TAS2R16	0	0
HGLibB_48316	TAS2R16	0	0
HGLibB_48317	TAS2R16	0	0
HGLibB_48318	TAS2R19	0	0
HGLibB_48319	TAS2R19	0	0
HGLibB_48320	TAS2R19	0	0
HGLibB_48321	TAS2R20	0	0
HGLibB_48322	TAS2R20	0	0
HGLibB_48323	TAS2R20	0	0
HGLibB_48324	TAS2R3	0	0
HGLibB_48325	TAS2R3	0	0
HGLibB_48326	TAS2R3	0	0
HGLibB_48327	TAS2R30	0	0
HGLibB_48328	TAS2R30	0	0
HGLibB_48329	TAS2R30	0	0
HGLibB_48330	TAS2R31	0	0
HGLibB_48331	TAS2R31	0	0
HGLibB_48332	TAS2R31	0	0
HGLibB_48333	TAS2R38	0	0
HGLibB_48334	TAS2R38	0	0
HGLibB_48335	TAS2R38	0	0
HGLibB_48336	TAS2R39	0	0
HGLibB_48337	TAS2R39	0	0
HGLibB_48338	TAS2R39	0	0
HGLibB_48339	TAS2R4	0	0
HGLibB_48340	TAS2R4	0	0
HGLibB_48341	TAS2R4	0	0
HGLibB_48342	TAS2R40	0	0
HGLibB_48343	TAS2R40	0	0
HGLibB_48344	TAS2R40	0	0
HGLibB_48345	TAS2R41	0	0
HGLibB_48346	TAS2R41	0	0
HGLibB_48347	TAS2R41	0	0
HGLibB_48348	TAS2R42	0	0
HGLibB_48349	TAS2R42	0	0
HGLibB_48350	TAS2R42	0	0
HGLibB_48351	TAS2R43	0	0
HGLibB_48352	TAS2R43	0	0
HGLibB_48353	TAS2R43	0	0
HGLibB_48354	TAS2R46	0	0
HGLibB_48355	TAS2R46	0	0
HGLibB_48356	TAS2R46	0	0
HGLibB_48357	TAS2R5	0	0
HGLibB_48358	TAS2R5	0	0
HGLibB_48359	TAS2R5	0	0
HGLibB_48360	TAS2R50	0	0
HGLibB_48361	TAS2R50	0	0
HGLibB_48362	TAS2R50	0	0
HGLibB_48363	TAS2R60	0	0
HGLibB_48364	TAS2R60	0	0
HGLibB_48365	TAS2R60	0	0
HGLibB_48366	TAS2R7	0	0
HGLibB_48367	TAS2R7	0	0
HGLibB_48368	TAS2R7	0	0
HGLibB_48369	TAS2R8	0	0
HGLibB_48370	TAS2R8	0	0
HGLibB_48371	TAS2R8	0	0
HGLibB_48372	TAS2R9	0	0
HGLibB_48373	TAS2R9	0	0
HGLibB_48374	TAS2R9	0	0
HGLibB_48375	TASP1	0	0
HGLibB_48377	TASP1	0	0
HGLibB_48378	TAT	0	0
HGLibB_48379	TAT	0	0
HGLibB_48380	TAT	0	0
HGLibB_48381	TATDN1	0	0
HGLibB_48382	TATDN1	0	0
HGLibB_48383	TATDN2	0	0
HGLibB_48384	TATDN2	0	0
HGLibB_48385	TATDN2	0	0
HGLibB_48386	TATDN3	0	0
HGLibB_48387	TATDN3	0	0
HGLibB_48388	TATDN3	0	0
HGLibB_48389	TAX1BP1	0	0
HGLibB_48390	TAX1BP1	0	0
